IUCR,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,Year
1130,0,1,1,2031,020,40,4,2009
1751,0,1,0,2523,025,31,20,2007
0281,0,1,1,0923,009,14,63,2006
1140,0,1,1,1212,012,27,28,2009
0840,0,1,1,1421,014,1,24,2006
2826,0,1,1,0235,002,20,42,2007
0840,0,1,1,1633,016,38,15,2009
0266,0,0,1,1135,011,2,27,2002
0265,0,1,1,2535,025,26,23,2006
0840,0,1,1,2514,025,31,19,2007
0840,0,1,1,0815,008,14,57,2007
1562,0,1,0,1513,015,29,25,2001
0840,0,1,1,2534,025,37,23,2008
1754,0,1,1,0424,004,10,46,2006
0840,0,1,1,1033,010,12,30,2008
0820,0,1,1,0612,006,17,71,2006
1752,0,0,1,1031,010,22,30,2002
1754,0,0,1,1031,010,22,30,2001
1752,0,0,1,0913,009,11,60,2003
1590,0,0,1,0913,009,11,60,2004
1544,0,0,0,0834,008,18,70,2008
0840,0,1,1,0831,008,15,66,2003
1150,0,1,1,1925,019,44,6,2008
0840,0,1,1,0511,005,9,49,2003
0840,0,1,1,0913,009,11,60,2008
0840,0,1,1,1121,011,27,23,2008
1754,0,1,0,0522,005,34,49,2005
0840,0,1,1,0122,001,42,32,2008
1752,0,1,1,2534,025,27,23,2001
0840,0,1,1,2211,022,19,74,2008
1195,0,1,1,1925,019,46,6,2006
0820,0,1,1,0631,006,6,44,2009
0840,0,1,1,1732,017,30,21,2009
0840,0,1,1,2534,025,30,20,2008
1130,0,1,1,1513,015,29,25,2008
0840,0,1,1,2413,024,50,2,2008
0840,0,1,1,0811,008,23,56,2009
0840,0,1,1,0322,003,20,69,2009
0840,0,1,1,2512,025,29,19,2007
0266,0,1,1,0323,003,6,69,2004
0841,0,1,1,0225,002,20,40,2002
0840,0,1,1,2531,025,29,25,2009
0265,0,1,1,1121,011,26,23,2009
0265,0,1,0,1713,017,33,14,2008
0820,0,0,1,1212,012,42,28,2009
0840,0,1,1,1122,011,28,27,2009
0840,0,1,1,0824,008,16,63,2007
0840,0,1,1,0612,006,17,71,2007
0840,0,1,1,0831,008,15,66,2008
1562,0,1,1,0432,004,10,52,2004
1195,0,1,1,0123,001,2,32,2009
3970,0,1,1,1933,019,44,6,2009
0810,0,1,1,1932,019,32,7,2007
1185,0,1,1,1613,016,41,10,2007
1120,0,1,1,0133,001,2,33,2008
0840,0,1,0,1523,015,28,25,2006
1752,0,1,0,1224,012,2,28,2009
0840,0,1,1,2221,022,21,73,2004
0841,0,1,1,0414,004,8,46,2006
1754,0,0,0,1732,017,35,21,2005
0840,0,1,1,0523,005,34,53,2008
1754,0,1,0,0513,005,9,50,2004
1195,0,1,1,1613,016,41,10,2006
1752,0,1,1,1033,010,24,30,2004
1753,0,0,0,1431,014,1,22,2009
0840,0,1,1,2023,020,48,77,2007
1130,0,1,1,0733,007,17,68,2004
0840,0,1,1,1112,011,27,23,2009
1120,0,0,1,0122,001,42,32,2009
0265,0,1,0,0333,003,5,43,2008
0840,0,1,1,2223,022,21,73,2009
0266,0,0,0,2512,025,29,19,2005
1753,0,1,1,1222,012,28,27,2008
0266,0,1,1,0324,003,8,43,2006
1562,0,0,1,2411,024,49,2,2004
0840,0,1,1,0822,008,14,63,2009
0820,0,1,1,2222,022,21,73,2009
0840,0,1,1,1713,017,39,14,2006
0840,0,1,1,1033,010,12,30,2008
0915,0,1,1,2533,025,37,25,2009
0840,0,1,1,0414,004,8,43,2008
1752,0,1,1,1221,012,1,24,2001
1751,0,1,1,1021,010,24,29,2008
1752,0,1,1,0712,007,16,68,2003
1752,0,1,1,1621,016,41,12,2007
0840,0,1,1,2532,025,37,25,2009
0840,0,1,1,0822,008,13,65,2009
0840,0,1,1,1235,012,25,31,2009
0820,0,1,1,1834,018,42,8,2005
1752,0,1,0,1413,014,26,22,2005
0840,0,1,1,2213,022,21,73,2008
0910,0,1,1,0512,005,9,49,2009
1751,0,0,1,1724,017,33,14,2001
0840,0,1,1,0934,009,16,61,2009
0840,0,1,1,2532,025,37,25,2007
0840,0,1,1,0934,009,20,61,2007
0841,0,1,1,0111,001,42,32,2009
0840,0,1,1,2531,025,29,25,2008
0840,0,1,1,1914,019,46,3,2008
0840,0,1,1,0725,007,15,67,2007
1751,0,0,0,1724,017,33,16,2005
0840,0,1,1,0711,007,20,68,2008
0840,0,1,1,1523,015,28,25,2009
0840,0,1,1,2531,025,29,25,2006
0266,0,1,1,2533,025,37,23,2002
0840,0,1,1,0513,005,34,49,2006
0840,0,1,1,2212,022,19,75,2008
1754,0,1,1,1021,010,24,29,2005
0840,0,1,1,2233,022,34,75,2006
1752,0,1,1,1723,017,39,14,2003
0840,0,1,1,0631,006,8,44,2009
1130,0,1,1,1931,019,32,7,2006
0842,0,1,1,2233,022,34,49,2003
0840,0,1,1,0735,007,17,67,2009
1753,0,1,1,1131,011,24,26,2006
0840,0,1,1,1934,019,44,6,2004
0840,0,1,1,0935,009,3,61,2006
0841,0,1,1,2534,025,30,23,2009
0281,0,1,1,2411,024,50,2,2006
0266,0,1,1,0734,007,17,67,2004
0842,0,1,1,0431,004,7,51,2008
1754,0,1,0,0933,009,20,61,2008
0841,0,1,1,0422,004,7,46,2008
1562,0,1,1,1031,010,22,30,2008
1150,0,1,1,0122,001,42,32,2005
0266,0,1,1,0712,007,16,68,2008
1752,0,1,0,1115,011,28,26,2008
0840,0,1,1,0111,001,42,32,2002
0880,0,1,1,0621,006,17,71,2009
0266,0,1,1,1723,017,39,14,2006
0840,0,1,1,0522,005,34,53,2008
0841,0,1,1,2521,025,31,19,2008
0840,0,1,1,0414,004,8,43,2006
0840,0,1,1,1922,019,32,5,2005
0841,0,1,1,1125,011,28,28,2006
1752,0,1,0,1712,017,39,13,2002
0840,0,1,1,0423,004,10,46,2008
0840,0,1,1,0735,007,17,67,2009
0266,0,0,1,1413,014,26,22,2009
0840,0,1,1,0814,008,23,56,2007
1754,0,1,1,1732,017,35,21,2004
0840,0,1,1,0421,004,7,43,2009
0840,0,1,1,0215,002,3,38,2005
0266,0,1,1,1411,014,1,21,2003
1751,0,1,1,0432,004,10,52,2007
0840,0,1,1,2223,022,21,71,2007
1754,0,0,1,0813,008,13,64,2008
0840,0,1,1,0424,004,10,46,2008
0841,0,1,1,1134,011,24,27,2007
1752,0,1,1,2535,025,30,23,2008
0266,0,1,1,2515,025,37,19,2007
0840,0,1,1,0414,004,8,46,2007
0840,0,1,1,0225,002,20,40,2009
0265,0,1,1,0224,002,3,38,2009
1754,0,1,0,0614,006,18,71,2008
0840,0,1,1,2533,025,37,25,2008
0841,0,1,1,2234,022,34,75,2009
0842,0,1,1,0414,004,7,43,2009
1751,0,1,1,0812,008,23,64,2005
1754,0,1,0,2232,022,34,73,2008
1752,0,0,0,1114,011,28,26,2007
1752,0,1,1,2234,022,34,75,2003
1130,0,1,1,0333,003,5,43,2005
0840,0,1,1,0522,005,34,53,2005
0840,0,1,1,1022,010,24,29,2009
0840,0,1,1,1234,012,25,31,2008
0840,0,1,1,1022,010,24,29,2007
1754,0,1,0,1624,016,38,15,2006
0840,0,1,1,1931,019,1,5,2001
1150,0,1,1,0414,004,8,43,2009
1754,0,1,0,2222,022,21,73,2006
0840,0,1,1,1424,014,1,24,2007
0840,0,1,1,0925,009,3,37,2008
1562,0,1,0,2522,025,31,20,2008
0840,0,1,1,0313,003,20,42,2008
0840,0,1,1,0333,003,5,43,2003
1754,0,1,1,0814,008,23,56,2002
0266,0,1,0,1723,017,33,16,2008
0840,0,1,1,2512,025,29,19,2006
0841,0,1,1,0825,008,15,66,2008
0840,0,1,1,0212,002,4,35,2007
0840,0,1,1,0413,004,8,48,2009
0266,0,1,1,1724,017,33,14,2008
1754,0,1,1,0824,008,16,63,2008
1185,0,1,1,0313,003,20,42,2006
0840,0,1,1,2523,025,30,21,2008
0840,0,1,1,0822,008,16,66,2007
0840,0,1,1,0935,009,3,61,2006
0840,0,1,1,1914,019,46,3,2007
0840,0,1,1,1422,014,26,23,2009
0840,0,1,1,0912,009,12,59,2009
0266,0,1,0,1421,014,35,22,2005
1754,0,1,1,0931,009,20,61,2002
0266,0,1,1,0423,004,10,46,2008
0840,0,1,1,1124,011,28,27,2008
0840,0,1,1,0611,006,21,71,2009
0840,0,1,1,2513,025,29,25,2009
0840,0,1,1,0822,008,14,63,2004
1130,0,1,1,0821,008,14,57,2009
0265,0,1,1,0821,008,14,58,2005
0840,0,1,1,1723,017,33,16,2008
0281,0,1,1,1731,017,38,15,2009
0841,0,1,1,1132,011,24,29,2009
1140,0,1,1,2431,024,49,1,2007
0841,0,1,1,0334,003,7,43,2008
0840,0,1,1,1131,011,24,25,2009
0840,0,1,1,0734,007,17,67,2008
0840,0,1,1,0414,004,8,43,2009
1754,0,0,1,1112,011,27,23,2007
0840,0,1,1,1511,015,29,25,2009
0840,0,1,1,0432,004,10,52,2008
0840,0,1,1,2522,025,31,19,2005
0810,0,1,1,0212,002,3,35,2009
0840,0,1,1,1821,018,27,8,2005
0840,0,1,1,1133,011,28,27,2008
1754,0,0,0,1031,010,22,30,2007
0840,0,1,1,0211,002,3,35,2009
0841,0,1,1,0834,008,13,70,2008
0840,0,1,1,1914,019,46,3,2007
0841,0,1,1,0432,004,10,52,2008
0840,0,1,1,0931,009,16,61,2006
0840,0,1,1,2212,022,19,72,2006
0840,0,1,1,0522,005,34,53,2009
0266,0,1,0,2515,025,37,19,2007
0266,0,1,0,2525,025,30,20,2003
0266,0,1,1,2211,022,19,74,2003
0840,0,1,1,2024,020,46,3,2003
0840,0,1,1,0711,007,3,68,2006
0840,0,1,1,2525,025,26,22,2001
0840,0,1,1,1032,010,22,30,2009
0840,0,1,1,0633,006,6,44,2003
0840,0,1,1,2221,022,21,73,2005
0266,0,1,0,1121,011,27,23,2005
1120,0,1,1,0423,004,10,46,2009
0840,0,1,1,0624,006,6,69,2007
0840,0,1,1,1123,011,28,27,2001
0840,0,1,1,2531,025,29,25,2004
0841,0,1,1,1925,019,44,6,2007
1562,0,1,1,1633,016,38,15,2007
1751,0,1,1,1513,015,29,25,2007
1752,0,1,1,1713,017,39,14,2003
0840,0,1,1,0524,005,34,53,2008
0840,0,1,1,0612,006,17,71,2008
1562,0,1,1,0932,009,16,61,2002
0840,0,1,1,2023,020,48,77,2009
0840,0,1,1,0323,003,6,69,2007
0840,0,1,1,2011,020,40,2,2005
0840,0,1,1,0232,002,20,68,2004
1752,0,1,1,0411,004,8,45,2004
1585,0,1,0,0234,002,5,41,2009
0266,0,1,0,1131,011,24,25,2009
0840,0,1,1,1411,014,35,21,2005
1752,0,1,1,0913,009,11,60,2009
0841,0,1,1,1834,018,42,8,2007
0840,0,1,1,1013,010,22,30,2004
0265,0,1,1,0714,007,15,67,2002
1562,0,1,0,0815,008,23,57,2005
1752,0,1,0,1413,014,26,22,2008
0840,0,1,1,1012,010,24,29,2006
0840,0,1,1,2212,022,19,75,2008
0840,0,1,1,1633,016,38,15,2008
0840,0,1,1,1511,015,29,25,2008
1562,0,0,1,2522,025,31,19,2008
0840,0,1,0,0121,001,2,28,2006
0275,0,1,0,2524,025,31,20,2008
1563,0,0,0,0823,008,15,66,2007
0840,0,1,1,0414,004,8,43,2004
0841,0,1,1,0834,008,18,70,2007
1562,0,1,1,1234,012,25,31,2004
0266,0,1,1,0332,003,5,43,2009
1751,0,1,1,1413,014,26,22,2002
0840,0,1,1,0533,005,9,54,2006
0840,0,1,1,1021,010,24,29,2008
0840,0,1,1,0212,002,4,36,2007
0840,0,1,1,1222,012,2,27,2001
0842,0,1,0,1633,016,38,17,2009
1110,0,1,1,1132,011,24,26,2005
0281,0,1,0,0523,005,34,53,2006
0840,0,1,1,0424,004,7,46,2009
0840,0,1,1,0423,004,7,48,2009
2820,0,1,1,1654,016,41,76,2012
0266,0,1,1,2223,022,21,71,2006
0265,0,1,1,0434,004,10,51,2009
0266,0,1,0,0725,007,15,67,2005
0840,0,1,1,0934,009,16,61,2008
0840,0,1,1,0732,007,17,68,2007
0840,0,1,1,0511,005,21,49,2008
0840,0,1,1,0222,002,4,39,2008
0266,0,0,1,1024,010,22,30,2007
0266,0,0,1,2422,024,49,1,2005
2820,0,1,1,1711,017,39,12,2008
1751,0,1,1,2532,025,37,25,2008
0265,0,0,1,2432,024,49,1,2008
0840,0,1,1,1511,015,29,25,2008
0840,0,1,1,0621,006,17,69,2009
0840,0,1,1,0835,008,18,70,2007
1120,0,1,1,1931,019,32,5,2009
1751,0,1,1,1731,017,30,16,2009
0840,0,1,1,1031,010,22,30,2009
0840,0,1,1,1421,014,1,24,2008
1120,0,1,1,0412,004,8,46,2008
1563,0,0,0,2524,025,31,20,2009
1751,0,1,0,0931,009,16,61,2004
0840,0,1,1,1634,016,38,15,2007
0266,0,1,1,2533,025,37,25,2009
1562,0,1,1,1414,014,35,22,2006
0840,0,1,1,1011,010,24,29,2005
0840,0,1,1,2233,022,34,75,2009
1752,0,0,0,2522,025,31,20,2009
1563,0,1,1,1831,018,42,8,2006
0842,0,1,1,2423,024,49,1,2008
0281,0,1,0,0123,001,2,32,2005
0840,0,1,1,0221,002,4,39,2008
0840,0,1,1,0623,006,6,44,2007
0840,0,1,1,0612,006,17,71,2009
0281,0,1,1,1712,017,39,13,2009
1753,0,1,1,0911,009,12,58,2001
1753,0,1,1,0815,008,23,57,2006
1754,0,1,1,0815,008,23,57,2005
0840,0,1,1,1914,019,46,3,2006
0840,0,1,1,0321,003,5,42,2002
0266,0,1,1,1014,010,24,29,2007
0840,0,1,1,1133,011,24,27,2007
0840,0,1,1,2531,025,29,25,2009
0840,0,1,1,2213,022,19,72,2007
0840,0,1,1,0725,007,15,67,2006
1754,0,1,1,0922,009,12,58,2008
1752,0,1,1,0922,009,12,58,2008
1752,0,1,1,0834,008,18,70,2008
0840,0,1,1,1024,010,22,30,2008
0840,0,1,1,0812,008,23,64,2007
0840,0,1,1,1622,016,38,15,2007
0281,0,1,1,2024,020,48,3,2007
0841,0,1,1,0112,001,42,32,2008
0840,0,1,1,0212,002,2,35,2001
0840,0,1,1,0834,008,18,70,2003
0840,0,1,1,0812,008,13,64,2007
0841,0,1,1,0923,009,14,63,2006
1780,0,0,1,0423,004,7,46,2008
0840,0,1,1,0835,008,18,70,2008
0840,0,1,1,0432,004,10,52,2005
1750,0,0,0,2535,025,26,23,2008
1753,0,1,1,0511,005,8,50,2009
0840,0,1,1,1614,016,41,76,2009
1562,0,1,1,0513,005,9,50,2001
2826,0,1,0,0424,004,10,46,2009
1754,0,1,0,1211,012,26,24,2001
1754,0,1,1,0933,009,16,61,2006
0840,0,1,1,1234,012,25,31,2005
1563,0,1,1,2234,022,34,,2008
0840,0,1,1,1723,017,33,14,2008
0261,0,1,1,1033,010,12,30,2009
0840,0,1,1,0835,008,18,66,2009
0840,0,1,1,0133,001,4,35,2004
1752,0,0,0,2534,025,37,23,2008
1562,0,1,1,1022,010,24,29,2002
1754,0,1,1,2533,025,37,25,2009
1751,0,1,0,0922,009,12,58,2005
0266,0,0,0,0823,008,13,65,2002
0840,0,1,1,0131,001,2,33,2009
0840,0,1,1,2222,022,21,73,2009
1752,0,1,0,2534,025,30,20,2009
0840,0,1,1,1012,010,24,29,2009
1754,0,1,1,1235,012,25,31,2006
0840,0,1,1,0634,006,21,49,2008
0810,0,1,1,0623,006,6,69,2009
0840,0,1,1,2532,025,37,25,2008
0840,0,1,1,2422,024,49,1,2005
1751,0,1,1,2412,024,50,2,2009
1110,0,1,1,1513,015,29,25,2009
1563,0,1,1,0424,004,7,46,2008
1195,0,1,1,0813,008,13,65,2009
0840,0,1,1,2532,025,37,25,2008
1140,0,1,1,1915,019,46,3,2009
0840,0,1,1,1223,012,2,28,2005
1751,0,1,0,0911,009,12,58,2009
1752,0,0,0,0822,008,14,63,2005
1752,0,1,1,0822,008,14,63,2008
0840,0,1,1,1111,011,37,23,2001
0840,0,1,1,1533,015,24,25,2009
0840,0,1,1,0213,002,3,38,2005
0840,0,1,1,1911,019,47,4,2003
1754,0,1,1,0821,008,14,57,2002
0266,0,1,0,2521,025,31,19,2004
0840,0,1,1,0911,009,12,58,2007
1130,0,1,1,0423,004,7,46,2008
0840,0,1,1,0222,002,4,39,2007
0840,0,1,1,0523,005,34,53,2008
4651,0,1,1,2222,022,21,73,2008
0841,0,1,1,1221,012,1,24,2008
0840,0,1,1,0722,007,20,68,2007
0840,0,1,1,1813,018,43,7,2004
1753,0,1,1,1911,019,47,5,2003
0840,0,1,1,0734,007,17,67,2007
0840,0,1,1,0522,005,34,53,2008
0840,0,1,1,1024,010,22,30,2008
0840,0,1,1,0832,008,15,66,2007
0265,0,1,1,1034,010,28,30,2006
1210,0,1,1,2534,025,37,23,2009
1563,0,1,1,0735,007,17,67,2007
0840,0,1,1,0614,006,18,71,2007
0841,0,1,1,0332,003,5,43,2009
0841,0,1,1,2512,025,36,18,2006
0841,0,1,1,0714,007,15,67,2007
0460,0,1,1,2413,024,50,2,2007
0810,0,1,1,2233,022,34,49,2007
0840,0,1,1,2233,022,34,49,2006
0840,0,1,1,2424,024,49,1,2009
0840,0,1,1,1511,015,29,25,2007
0840,0,1,1,2213,022,19,72,2007
1122,0,1,1,0621,006,17,69,2003
0840,0,1,1,0213,002,3,38,2008
0840,0,1,1,0924,009,20,61,2007
0840,0,1,1,1421,014,1,24,2009
0840,0,1,1,1523,015,28,25,2004
0842,0,1,1,2222,022,21,71,2007
1140,0,1,1,1224,012,27,28,2009
0840,0,1,1,0632,006,8,44,2007
1754,0,1,0,0413,004,7,48,2007
0840,0,1,1,1123,011,28,27,2006
0840,0,1,1,2233,022,34,49,2008
0842,0,1,1,0431,004,10,51,2007
0281,0,1,1,0332,003,5,43,2003
0841,0,1,1,0726,007,15,67,2006
0840,0,1,1,0313,003,20,42,2003
1310,0,0,0,1424,014,1,24,2007
1752,0,1,0,0814,008,23,56,2008
0840,0,1,1,1022,010,24,29,2005
0840,0,1,1,0232,002,20,40,2006
1752,0,0,0,0823,008,15,66,2007
0840,0,1,1,2223,022,21,71,2008
0840,0,1,1,1412,014,35,21,2006
1752,0,0,1,0911,009,12,58,2008
0841,0,1,1,0533,005,9,54,2009
0840,0,1,1,0611,006,18,71,2008
1752,0,1,1,1724,017,33,16,2003
0840,0,1,1,0932,009,16,61,2008
0840,0,1,1,0815,008,23,57,2004
1752,0,1,1,2232,022,34,73,2006
0840,0,1,1,1413,014,26,22,2006
1563,0,1,1,0933,009,16,61,2008
0840,0,1,1,0732,007,17,68,2001
1563,0,1,1,1523,015,28,25,2008
0840,0,1,1,0324,003,8,43,2006
0840,0,1,1,1232,012,25,28,2001
0841,0,1,1,0834,008,18,70,2004
0840,0,1,1,0611,006,17,71,2008
1120,0,1,1,2011,020,40,4,2009
0840,0,1,1,0414,004,8,46,2004
1152,0,1,1,0824,008,16,63,2009
0266,0,1,0,0211,002,2,35,2006
0840,0,1,1,0414,004,8,43,2007
0840,0,1,1,1135,011,2,28,2009
0840,0,1,1,0215,002,3,38,2004
0840,0,1,1,0933,009,20,61,2006
0840,0,1,1,0824,008,14,63,2007
0281,0,1,0,0331,003,5,43,2008
0840,0,1,1,1422,014,26,23,2005
0910,0,1,1,0114,001,42,32,2013
0810,0,1,1,1621,016,41,12,2005
0840,0,1,1,0333,003,5,43,2004
0840,0,1,1,2522,025,31,19,2005
0840,0,1,1,0711,007,16,68,2005
1752,0,1,1,0834,008,18,70,2008
1811,0,0,1,1522,015,28,25,2009
1811,0,0,1,0423,004,7,46,2009
2024,0,0,1,1532,015,28,25,2009
1811,0,0,1,0733,007,6,68,2009
2026,0,0,1,1113,011,28,25,2009
2025,0,0,1,0713,007,16,67,2009
1811,0,0,1,1124,011,2,27,2009
2017,0,0,1,1531,015,37,25,2009
0840,0,1,1,2515,025,37,19,2007
2092,0,0,1,1124,011,2,27,2009
2027,0,0,1,1124,011,2,27,2009
2210,0,0,1,0925,009,11,61,2009
1811,0,1,1,0832,008,15,66,2009
1811,0,0,1,0424,004,7,46,2009
0840,0,1,1,2212,022,19,75,2006
1130,0,1,1,0215,002,3,38,2008
0840,0,1,1,0835,008,18,66,2008
0820,0,1,1,1013,010,22,30,2006
0840,0,1,1,0323,003,6,69,2005
1120,0,1,1,0925,009,11,61,2007
1752,0,1,0,2521,025,31,19,2009
1754,0,1,0,1423,014,26,24,2007
0840,0,1,1,0432,004,10,52,2008
0266,0,1,1,1414,014,26,22,2007
0840,0,1,1,1135,011,28,29,2008
0840,0,1,1,0231,002,3,40,2008
1562,0,0,0,1511,015,29,25,2005
1753,0,0,0,1022,010,24,29,2006
2825,0,1,0,0212,002,4,35,2009
0266,0,1,0,2512,025,36,19,2001
0840,0,1,1,1135,011,2,27,2008
1150,0,1,1,1133,011,24,27,2007
0841,0,1,1,1821,018,27,8,2009
0265,0,1,1,0422,004,7,46,2007
0266,0,1,0,1713,017,33,14,2005
0840,0,1,1,0412,004,8,48,2006
0840,0,1,1,1631,016,36,17,2001
0840,0,1,1,2411,024,50,2,2007
0841,0,1,1,0533,005,9,54,2008
1752,0,1,1,2512,025,29,19,2008
0265,0,0,1,0132,001,2,33,2009
0840,0,1,1,1235,012,25,31,2007
0840,0,1,1,0734,007,17,67,2007
0840,0,1,1,0714,007,15,67,2007
0840,0,1,1,0422,004,7,46,2008
0840,0,1,1,0835,008,18,70,2007
2024,0,0,1,1531,015,37,25,2009
0840,0,1,1,0913,009,11,60,2008
0840,0,1,1,0624,006,6,69,2009
1752,0,1,1,1712,017,39,14,2006
1752,0,1,1,2535,025,30,23,2006
0266,0,0,0,2534,025,30,20,2008
1562,0,1,0,2521,025,31,19,2009
0840,0,1,1,0723,007,16,68,2005
0840,0,1,1,2521,025,31,19,2007
0840,0,1,1,0732,007,17,68,2007
1752,0,1,1,0912,009,11,59,2009
1563,0,0,0,1422,014,35,22,2003
0266,0,1,0,2521,025,31,19,2008
0840,0,1,1,0212,002,4,35,2005
0841,0,1,1,1222,012,2,28,2009
1130,0,1,1,1031,010,22,30,2006
0840,0,1,1,2424,024,49,1,2009
1345,0,1,1,0114,001,42,32,2013
0841,0,1,1,1031,010,22,30,2009
0840,0,1,1,2212,022,19,75,2007
0841,0,1,1,0114,001,42,32,2005
1582,0,1,1,2533,025,37,25,2005
1582,0,1,1,1233,012,2,28,2002
0840,0,1,1,0224,002,3,38,2008
1150,0,1,1,2013,020,48,77,2002
1752,0,1,1,1023,010,28,29,2004
0840,0,1,1,0422,004,7,46,2007
0266,0,1,1,1024,010,22,30,2007
0840,0,1,1,1011,010,24,29,2009
1150,0,1,1,1532,015,28,25,2008
0840,0,1,1,1622,016,45,10,2003
0266,0,0,0,0832,008,15,66,2009
0560,0,1,1,0312,003,,,2002
0840,0,1,1,2234,022,34,75,2007
0840,0,1,1,0431,004,7,51,2005
0840,0,1,1,1031,010,22,30,2002
0810,0,1,1,2013,020,48,77,2002
0266,0,1,1,1133,011,24,26,2001
0265,0,1,1,2234,022,34,75,2007
0840,0,1,1,2222,022,21,71,2008
0840,0,1,1,0711,007,3,68,2006
0840,0,1,1,0614,006,18,71,2006
0840,0,1,1,2221,022,21,73,2007
0840,0,0,1,1622,016,45,11,2009
0840,0,1,1,0835,008,18,70,2008
0840,0,1,1,1225,012,2,28,2007
0840,0,1,1,0414,004,8,43,2007
0840,0,1,1,0715,007,15,67,2007
1565,0,1,1,0735,007,17,67,2003
1130,0,1,1,0524,005,34,53,2008
0840,0,1,1,1215,012,27,24,2005
0841,0,1,1,1225,012,25,28,2007
0840,0,1,1,0732,007,17,68,2008
0486,0,1,0,0431,004,10,51,2009
0841,0,1,1,0511,005,21,49,2008
1751,0,1,1,1121,011,26,23,2008
0266,0,1,0,0712,007,16,68,2006
1153,0,1,1,0513,005,9,49,2008
1153,0,1,1,1834,018,42,8,2008
0266,0,1,1,0714,007,15,67,2007
0840,0,1,1,2222,022,21,71,2007
1153,0,1,1,0414,004,7,43,2007
1153,0,1,1,1722,017,39,16,2004
0841,0,1,1,1931,019,32,5,2008
1153,0,1,1,1231,012,2,28,2003
1150,0,1,1,1125,011,2,28,2007
1754,0,1,1,0923,009,14,63,2003
0840,0,1,1,0822,008,14,63,2005
0840,0,1,1,0934,009,16,61,2002
0841,0,1,1,0823,008,13,65,2008
0841,0,1,1,2514,025,31,19,2009
0460,0,1,1,0522,005,,,2002
0840,0,1,1,2213,022,21,73,2008
0910,0,1,1,1524,015,37,25,2008
0840,0,1,1,1925,019,44,6,2007
0266,0,1,0,2413,024,50,2,2003
0840,0,1,1,1223,012,2,28,2009
0840,0,1,1,1711,017,39,13,2008
0840,0,1,1,0732,007,17,68,2009
0266,0,0,0,0913,009,11,60,2009
1153,0,1,1,0321,003,5,42,2009
0910,0,1,1,2534,025,30,23,2009
1751,0,1,1,0423,004,7,46,2007
0840,0,1,1,1124,011,2,27,2008
0266,0,1,1,0532,005,9,53,2009
1754,0,0,1,1034,010,25,31,2007
0840,0,1,1,1411,014,1,21,2009
0840,0,1,1,1112,011,27,23,2009
0840,0,1,1,1935,019,32,7,2005
0841,0,1,1,1731,017,38,15,2007
0275,0,1,0,0322,003,20,69,2006
0840,0,1,1,0911,009,12,58,2002
1154,0,1,1,1412,014,35,22,2006
0840,0,1,1,1821,018,27,8,2009
1752,0,1,0,0621,006,17,71,2007
0840,0,1,1,0511,005,21,49,2008
0266,0,1,1,0822,008,14,63,2008
0840,0,1,1,1532,015,28,25,2009
0840,0,1,1,1034,010,25,31,2009
1245,0,1,1,1411,014,35,22,2009
0840,0,1,1,1422,014,35,22,2007
0840,0,1,1,1011,010,24,29,2009
0840,0,1,1,1412,014,35,22,2009
0840,0,1,1,0413,004,8,48,2008
0840,0,1,1,0733,007,17,68,2005
0841,0,1,1,2525,025,26,22,2008
1562,0,1,1,1232,012,2,28,2002
0840,0,1,1,0835,008,18,70,2009
0840,0,1,1,2223,022,21,73,2009
1153,0,1,1,1923,019,44,6,2009
0266,0,0,0,1413,014,26,22,2003
1153,0,1,1,0422,004,7,46,2005
0266,0,1,1,0911,009,12,58,2003
1153,0,1,1,1513,015,29,25,2005
1153,0,1,1,1712,017,39,14,2006
1753,0,1,1,0624,006,6,69,2003
1155,0,1,1,0932,009,16,61,2007
1153,0,1,1,0633,006,8,44,2008
1751,0,0,0,0811,008,23,56,2005
1153,0,1,1,1523,015,37,25,2008
1154,0,1,1,2213,022,19,72,2005
1153,0,1,1,1421,014,1,24,2004
1754,0,0,0,0831,008,18,66,2004
1153,0,1,1,0513,005,9,50,2009
1154,0,1,1,1024,010,24,30,2008
1154,0,1,1,1115,011,28,26,2009
1563,0,0,0,0825,008,15,66,2004
1154,0,1,1,0632,006,8,44,2008
1153,0,1,1,0823,008,15,66,2007
1153,0,1,1,1011,010,24,29,2008
1154,0,1,1,0723,007,16,68,2007
1752,0,1,1,0931,009,20,61,2006
0266,0,1,1,1531,015,37,25,2004
1754,0,0,1,2521,025,31,20,2009
1563,0,1,1,2412,024,50,2,2008
1752,0,1,1,1623,016,45,15,2004
1153,0,1,1,0832,008,15,66,2002
1153,0,1,1,1234,012,25,31,2009
1153,0,1,1,0522,005,34,53,2009
1154,0,1,1,1523,015,29,25,2009
0890,0,1,1,1833,018,42,8,2009
1153,0,1,1,0924,009,12,61,2009
1153,0,1,1,1112,011,27,23,2008
2825,0,1,1,2213,022,21,73,2008
1153,0,1,1,0222,002,4,39,2008
1153,0,1,1,0321,003,5,42,2009
1153,0,1,1,1022,010,24,29,2002
1753,0,1,0,1713,017,33,14,2009
1752,0,1,1,2521,025,31,19,2009
1153,0,1,1,0831,008,15,66,2007
1153,0,1,1,1034,010,28,30,2002
1156,0,1,1,2521,025,31,19,2007
1154,0,1,1,2523,025,30,21,2006
1153,0,1,1,1533,015,28,25,2009
1210,0,1,1,0114,001,42,32,2014
